36,0,0,0,0,0,4,11,3,5,-2,-1,1,2
37,0,0,0,0,0,4,11,-2,-1,-2,-1,0,1
38,0,0,0,0,0,2,3,-2,-1,-2,-1,0,1
39,0,0,0,0,0,2,3,0,6,-2,-1,1,2
40,0,0,0,0,0,2,3,2,10,0,6,0,3
41,0,0,0,0,0,2,10,0,6,1,4,0,3
42,0,0,0,0,0,2,10,4,6,1,4,0,3
43,0,0,0,0,0,4,6,1,4,-1,7,0,2
44,1,0,0,0,1,4,6,3,5,-1,7,0,2
45,0,0,0,0,0,3,5,-1,7,-2,-1,0,1
46,0,0,0,0,0,3,5,-2,-1,-2,-1,1,1
47,0,0,0,0,0,0,6,-2,-1,-2,-1,1,1
48,0,0,0,0,0,0,6,-2,-1,-2,-1,0,1
49,0,0,0,0,0,0,6,1,4,-2,-1,0,2
50,0,0,0,0,0,1,4,-2,-1,-2,-1,0,1
51,0,0,0,0,0,1,4,-1,7,-2,-1,1,1
52,0,0,0,0,0,-1,7,-2,-1,-2,-1,1,0
53,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,0
0,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
1,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
2,0,0,0,0,0,1,12,0,8,-2,-1,5,2
3,0,0,0,0,0,0,8,-2,-1,-2,-1,5,1
4,0,0,0,0,0,0,8,0,11,-2,-1,0,2
5,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
6,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
7,0,0,0,0,0,0,9,-2,-1,-2,-1,4,1
8,0,0,0,0,0,1,12,0,9,-2,-1,4,2
9,0,0,0,0,0,1,12,0,9,4,4,0,3
10,0,0,0,0,0,1,12,0,8,4,4,0,3
11,0,0,0,0,0,0,8,4,4,3,3,0,3
12,0,0,0,0,0,0,8,0,11,3,3,0,3
13,0,0,0,0,0,0,11,3,3,2,2,0,3
14,0,0,0,0,0,0,11,2,2,-2,-1,0,2
15,0,0,0,0,0,2,2,-2,-1,-2,-1,0,1
16,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
17,0,0,0,0,0,0,9,2,10,-2,-1,0,2
18,0,0,0,0,0,0,9,2,10,1,5,0,3
19,0,0,0,0,0,0,9,4,4,1,5,0,3
20,0,0,0,0,0,4,4,1,5,4,9,0,3
21,0,0,0,0,0,4,4,3,3,4,9,0,3
22,0,0,0,0,0,3,3,4,9,3,8,0,3
23,0,0,0,0,0,3,3,2,2,3,8,0,3
24,0,0,0,0,0,2,2,3,8,4,11,0,3
25,0,0,0,0,0,2,2,4,11,-2,-1,3,2
26,0,0,0,0,0,4,11,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
28,0,0,0,0,0,2,10,2,3,-2,-1,0,2
29,0,0,0,0,0,2,10,1,5,2,3,0,3
30,0,0,0,0,0,1,5,2,3,2,10,0,3
31,0,0,0,0,0,1,5,4,9,2,10,0,3
32,0,1,0,0,1,4,9,2,10,4,6,0,3
33,0,0,0,0,0,4,9,3,8,4,6,0,3
34,0,0,0,0,0,3,8,4,6,3,5,0,3
35,0,0,0,0,0,3,8,4,11,3,5,0,3
36,0,0,0,0,0,4,11,3,5,-2,-1,1,2
37,0,0,0,0,0,4,11,-2,-1,-2,-1,0,1
38,0,0,0,0,0,2,3,-2,-1,-2,-1,0,1
39,0,0,0,0,0,2,3,0,6,-2,-1,1,2
40,0,0,0,0,0,2,3,2,10,0,6,0,3
41,0,0,0,0,0,2,10,0,6,1,4,0,3
42,0,0,0,0,0,2,10,4,6,1,4,0,3
43,0,0,0,0,0,4,6,1,4,-1,7,0,2
44,1,0,0,0,1,4,6,3,5,-1,7,0,2
45,0,0,0,0,0,3,5,-1,7,-2,-1,0,1
46,0,0,0,0,0,3,5,-2,-1,-2,-1,1,1
47,0,0,0,0,0,0,6,-2,-1,-2,-1,1,1
48,0,0,0,0,0,0,6,-2,-1,-2,-1,0,1
49,0,0,0,0,0,0,6,1,4,-2,-1,0,2
50,0,0,0,0,0,1,4,-2,-1,-2,-1,0,1
51,0,0,0,0,0,1,4,-1,7,-2,-1,1,1
52,0,0,0,0,0,-1,7,-2,-1,-2,-1,1,0
53,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,0
0,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
1,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
2,0,0,0,0,0,1,12,0,8,-2,-1,5,2
3,0,0,0,0,0,0,8,-2,-1,-2,-1,5,1
4,0,0,0,0,0,0,8,0,11,-2,-1,0,2
5,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
6,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
7,0,0,0,0,0,0,9,-2,-1,-2,-1,4,1
8,0,0,0,0,0,1,12,0,9,-2,-1,4,2
9,0,0,0,0,0,1,12,0,9,4,4,0,3
10,0,0,0,0,0,1,12,0,8,4,4,0,3
11,0,0,0,0,0,0,8,4,4,3,3,0,3
12,0,0,0,0,0,0,8,0,11,3,3,0,3
13,0,0,0,0,0,0,11,3,3,2,2,0,3
14,0,0,0,0,0,0,11,2,2,-2,-1,0,2
15,0,0,0,0,0,2,2,-2,-1,-2,-1,0,1
16,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
17,0,0,0,0,0,0,9,2,10,-2,-1,0,2
18,0,0,0,0,0,0,9,2,10,1,5,0,3
19,0,0,0,0,0,0,9,4,4,1,5,0,3
20,0,0,0,0,0,4,4,1,5,4,9,0,3
21,0,0,0,0,0,4,4,3,3,4,9,0,3
22,0,0,0,0,0,3,3,4,9,3,8,0,3
23,0,0,0,0,0,3,3,2,2,3,8,0,3
24,0,0,0,0,0,2,2,3,8,4,11,0,3
25,0,0,0,0,0,2,2,4,11,-2,-1,3,2
26,0,0,0,0,0,4,11,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
28,0,0,0,0,0,2,10,2,3,-2,-1,0,2
29,0,0,0,0,0,2,10,1,5,2,3,0,3
30,0,0,0,0,0,1,5,2,3,2,10,0,3
31,0,0,0,0,0,1,5,4,9,2,10,0,3
32,0,1,0,0,1,4,9,2,10,4,6,0,3
33,0,0,0,0,0,4,9,3,8,4,6,0,3
34,0,0,0,0,0,3,8,4,6,3,5,0,3
35,0,0,0,0,0,3,8,4,11,3,5,0,3
36,0,0,1,0,1,4,11,3,5,-2,-1,1,2
37,0,0,0,0,0,4,11,-2,-1,-2,-1,0,1
38,0,0,0,0,0,2,3,-2,-1,-2,-1,0,1
39,0,0,0,0,0,2,3,0,6,-2,-1,1,2
40,0,0,0,0,0,2,3,2,10,0,6,0,3
41,0,0,0,0,0,2,10,0,6,1,4,0,3
42,0,0,0,0,0,2,10,4,6,1,4,0,3
43,0,0,0,0,0,4,6,1,4,-1,7,0,2
44,1,0,0,0,1,4,6,3,5,-1,7,0,2
45,0,0,0,0,0,3,5,-1,7,-2,-1,0,1
46,0,0,0,0,0,3,5,-2,-1,-2,-1,1,1
47,0,0,0,0,0,0,6,-2,-1,-2,-1,1,1
48,0,0,0,0,0,0,6,-2,-1,-2,-1,0,1
49,0,0,0,0,0,0,6,1,4,-2,-1,0,2
50,0,0,0,0,0,1,4,-2,-1,-2,-1,0,1
51,0,0,0,0,0,1,4,-1,7,-2,-1,1,1
52,0,0,0,0,0,-1,7,-2,-1,-2,-1,1,0
53,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,0
0,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
1,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
2,0,0,0,0,0,1,12,0,8,-2,-1,5,2
3,0,0,0,0,0,0,8,-2,-1,-2,-1,5,1
4,0,0,0,0,0,0,8,0,11,-2,-1,0,2
5,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
6,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
7,0,0,0,0,0,0,9,-2,-1,-2,-1,4,1
8,0,0,0,0,0,1,12,0,9,-2,-1,4,2
9,0,0,0,0,0,1,12,0,9,4,4,0,3
10,0,0,0,0,0,1,12,0,8,4,4,0,3
11,0,0,0,0,0,0,8,4,4,3,3,0,3
12,0,0,0,0,0,0,8,0,11,3,3,0,3
13,0,0,0,0,0,0,11,3,3,2,2,0,3
14,0,0,0,1,1,0,11,2,2,-2,-1,0,2
15,0,0,0,0,0,2,2,-2,-1,-2,-1,0,1
16,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
17,0,0,0,0,0,0,9,2,10,-2,-1,0,2
18,0,0,0,0,0,0,9,2,10,1,5,0,3
19,0,0,0,0,0,0,9,4,4,1,5,0,3
20,0,0,0,0,0,4,4,1,5,4,9,0,3
21,0,0,0,0,0,4,4,3,3,4,9,0,3
22,0,0,0,0,0,3,3,4,9,3,8,0,3
23,0,0,0,0,0,3,3,2,2,3,8,0,3
24,0,0,0,0,0,2,2,3,8,4,11,0,3
25,0,0,0,0,0,2,2,4,11,-2,-1,3,2
26,0,0,0,0,0,4,11,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
28,0,0,0,0,0,2,10,2,3,-2,-1,0,2
29,0,0,0,0,0,2,10,1,5,2,3,0,3
30,0,0,0,0,0,1,5,2,3,2,10,0,3
31,0,0,0,0,0,1,5,4,9,2,10,0,3
32,0,1,0,0,1,4,9,2,10,4,6,0,3
33,0,0,0,0,0,4,9,3,8,4,6,0,3
34,0,0,0,0,0,3,8,4,6,3,5,0,3
35,0,0,0,0,0,3,8,4,11,3,5,0,3
36,0,0,1,0,1,4,11,3,5,-2,-1,1,2
37,0,0,0,0,0,4,11,-2,-1,-2,-1,0,1
38,0,0,0,0,0,2,3,-2,-1,-2,-1,0,1
39,0,0,0,0,0,2,3,0,6,-2,-1,1,2
40,0,0,0,0,0,2,3,2,10,0,6,0,3
41,0,0,0,0,0,2,10,0,6,1,4,0,3
42,0,0,0,0,0,2,10,4,6,1,4,0,3
43,0,0,0,0,0,4,6,1,4,-1,7,0,2
44,1,0,0,0,1,4,6,3,5,-1,7,0,2
45,0,0,0,0,0,3,5,-1,7,-2,-1,0,1
46,0,0,0,0,0,3,5,-2,-1,-2,-1,1,1
47,0,0,0,0,0,0,6,-2,-1,-2,-1,1,1
48,0,0,0,0,0,0,6,-2,-1,-2,-1,0,1
49,0,0,0,0,0,0,6,1,4,-2,-1,0,2
50,0,0,0,0,0,1,4,-2,-1,-2,-1,0,1
51,0,0,0,0,0,1,4,-1,7,-2,-1,1,1
52,0,0,0,0,0,-1,7,-2,-1,-2,-1,1,0
53,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,0
0,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
1,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
2,0,0,0,0,0,1,12,0,8,-2,-1,5,2
3,0,0,0,0,0,0,8,-2,-1,-2,-1,5,1
4,0,0,0,0,0,0,8,0,11,-2,-1,0,2
5,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
6,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
7,0,0,0,0,0,0,9,-2,-1,-2,-1,4,1
8,0,0,0,0,0,1,12,0,9,-2,-1,4,2
9,0,0,0,0,0,1,12,0,9,4,4,0,3
10,0,0,0,0,0,1,12,0,8,4,4,0,3
11,0,0,0,0,0,0,8,4,4,3,3,0,3
12,0,0,0,0,0,0,8,0,11,3,3,0,3
13,0,0,0,0,0,0,11,3,3,2,2,0,3
14,0,0,0,1,1,0,11,2,2,-2,-1,0,2
15,0,0,0,0,0,2,2,-2,-1,-2,-1,0,1
16,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
17,0,0,0,0,0,0,9,2,10,-2,-1,0,2
18,0,0,0,0,0,0,9,2,10,1,5,0,3
19,0,0,0,0,0,0,9,4,4,1,5,0,3
20,0,0,0,0,0,4,4,1,5,4,9,0,3
21,0,0,0,0,0,4,4,3,3,4,9,0,3
22,0,0,0,1,1,3,3,4,9,3,8,0,3
23,0,0,0,0,0,3,3,2,2,3,8,0,3
24,0,0,0,0,0,2,2,3,8,4,11,0,3
25,0,0,0,0,0,2,2,4,11,-2,-1,3,2
26,0,0,0,0,0,4,11,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
28,0,0,0,0,0,2,10,2,3,-2,-1,0,2
29,0,0,0,0,0,2,10,1,5,2,3,0,3
30,0,0,0,0,0,1,5,2,3,2,10,0,3
31,0,0,0,0,0,1,5,4,9,2,10,0,3
32,0,1,0,0,1,4,9,2,10,4,6,0,3
33,0,0,0,0,0,4,9,3,8,4,6,0,3
34,0,0,0,0,0,3,8,4,6,3,5,0,3
35,0,0,0,0,0,3,8,4,11,3,5,0,3
36,0,0,1,0,1,4,11,3,5,-2,-1,1,2
37,0,0,0,0,0,4,11,-2,-1,-2,-1,0,1
38,0,0,0,0,0,2,3,-2,-1,-2,-1,0,1
39,0,0,0,0,0,2,3,0,6,-2,-1,1,2
40,0,0,0,0,0,2,3,2,10,0,6,0,3
41,0,0,0,0,0,2,10,0,6,1,4,0,3
42,0,0,0,0,0,2,10,4,6,1,4,0,3
43,0,0,0,0,0,4,6,1,4,-1,7,0,2
44,1,0,0,0,1,4,6,3,5,-1,7,0,2
45,0,0,0,0,0,3,5,-1,7,-2,-1,0,1
46,0,0,0,0,0,3,5,-2,-1,-2,-1,1,1
47,0,0,0,0,0,0,6,-2,-1,-2,-1,1,1
48,0,0,0,0,0,0,6,-2,-1,-2,-1,0,1
49,0,0,0,0,0,0,6,1,4,-2,-1,0,2
50,0,0,0,0,0,1,4,-2,-1,-2,-1,0,1
51,0,0,0,0,0,1,4,-1,7,-2,-1,1,1
52,0,0,0,0,0,-1,7,-2,-1,-2,-1,1,0
53,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,0
0,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
1,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
2,0,0,1,0,1,1,12,0,8,-2,-1,5,2
3,0,0,0,0,0,0,8,-2,-1,-2,-1,5,1
4,0,0,0,0,0,0,8,0,11,-2,-1,0,2
5,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
6,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
7,0,0,0,0,0,0,9,-2,-1,-2,-1,4,1
8,0,0,0,0,0,1,12,0,9,-2,-1,4,2
9,0,0,0,0,0,1,12,0,9,4,4,0,3
10,0,0,0,0,0,1,12,0,8,4,4,0,3
11,0,0,0,0,0,0,8,4,4,3,3,0,3
12,0,0,0,0,0,0,8,0,11,3,3,0,3
13,0,0,0,0,0,0,11,3,3,2,2,0,3
14,0,0,0,1,1,0,11,2,2,-2,-1,0,2
15,0,0,0,0,0,2,2,-2,-1,-2,-1,0,1
16,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
17,0,0,0,0,0,0,9,2,10,-2,-1,0,2
18,0,0,0,0,0,0,9,2,10,1,5,0,3
19,0,0,0,0,0,0,9,4,4,1,5,0,3
20,0,0,0,0,0,4,4,1,5,4,9,0,3
21,0,0,0,0,0,4,4,3,3,4,9,0,3
22,0,0,0,1,1,3,3,4,9,3,8,0,3
23,0,0,0,0,0,3,3,2,2,3,8,0,3
24,0,0,0,0,0,2,2,3,8,4,11,0,3
25,0,0,0,0,0,2,2,4,11,-2,-1,3,2
26,0,0,0,0,0,4,11,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
28,0,0,0,0,0,2,10,2,3,-2,-1,0,2
29,0,0,0,0,0,2,10,1,5,2,3,0,3
30,0,0,0,0,0,1,5,2,3,2,10,0,3
31,0,0,0,0,0,1,5,4,9,2,10,0,3
32,0,1,0,0,1,4,9,2,10,4,6,0,3
33,0,0,0,0,0,4,9,3,8,4,6,0,3
34,0,0,0,0,0,3,8,4,6,3,5,0,3
35,0,0,0,0,0,3,8,4,11,3,5,0,3
36,0,0,1,0,1,4,11,3,5,-2,-1,1,2
37,0,0,0,0,0,4,11,-2,-1,-2,-1,0,1
38,0,0,0,0,0,2,3,-2,-1,-2,-1,0,1
39,0,0,0,0,0,2,3,0,6,-2,-1,1,2
40,0,0,0,0,0,2,3,2,10,0,6,0,3
41,0,0,0,0,0,2,10,0,6,1,4,0,3
42,0,0,0,0,0,2,10,4,6,1,4,0,3
43,0,0,0,0,0,4,6,1,4,-1,7,0,2
44,1,0,0,0,1,4,6,3,5,-1,7,0,2
45,0,0,0,0,0,3,5,-1,7,-2,-1,0,1
46,0,0,0,0,0,3,5,-2,-1,-2,-1,1,1
47,0,0,0,0,0,0,6,-2,-1,-2,-1,1,1
48,0,0,0,0,0,0,6,-2,-1,-2,-1,0,1
49,0,0,0,0,0,0,6,1,4,-2,-1,0,2
50,0,0,0,0,0,1,4,-2,-1,-2,-1,0,1
51,0,0,0,0,0,1,4,-1,7,-2,-1,1,1
52,0,0,0,0,0,-1,7,-2,-1,-2,-1,1,0
53,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,0
0,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
1,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
2,0,0,1,0,1,1,12,0,8,-2,-1,5,2
3,0,0,0,0,0,0,8,-2,-1,-2,-1,5,1
4,0,0,0,0,0,0,8,0,11,-2,-1,0,2
5,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
6,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
7,0,0,0,0,0,0,9,-2,-1,-2,-1,4,1
8,0,0,0,0,0,1,12,0,9,-2,-1,4,2
9,0,0,0,0,0,1,12,0,9,4,4,0,3
10,0,0,0,0,0,1,12,0,8,4,4,0,3
11,0,0,0,0,0,0,8,4,4,3,3,0,3
12,0,0,0,0,0,0,8,0,11,3,3,0,3
13,0,0,0,0,0,0,11,3,3,2,2,0,3
14,0,0,0,1,1,0,11,2,2,-2,-1,0,2
15,0,0,0,0,0,2,2,-2,-1,-2,-1,0,1
16,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
17,0,0,0,0,0,0,9,2,10,-2,-1,0,2
18,0,0,0,0,0,0,9,2,10,1,5,0,3
19,0,0,0,0,0,0,9,4,4,1,5,0,3
20,0,0,0,0,0,4,4,1,5,4,9,0,3
21,0,0,0,0,0,4,4,3,3,4,9,0,3
22,0,0,0,1,1,3,3,4,9,3,8,0,3
23,0,0,0,0,0,3,3,2,2,3,8,0,3
24,0,0,0,0,0,2,2,3,8,4,11,0,3
25,0,0,0,0,0,2,2,4,11,-2,-1,3,2
26,0,0,0,0,0,4,11,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
28,0,0,0,0,0,2,10,2,3,-2,-1,0,2
29,0,0,0,0,0,2,10,1,5,2,3,0,3
30,0,0,0,0,0,1,5,2,3,2,10,0,3
31,0,0,0,0,0,1,5,4,9,2,10,0,3
32,0,1,0,0,1,4,9,2,10,4,6,0,3
33,0,0,0,0,0,4,9,3,8,4,6,0,3
34,0,0,0,0,0,3,8,4,6,3,5,0,3
35,0,0,0,0,0,3,8,4,11,3,5,0,3
36,0,0,1,0,1,4,11,3,5,-2,-1,1,2
37,0,0,0,0,0,4,11,-2,-1,-2,-1,0,1
38,0,0,0,0,0,2,3,-2,-1,-2,-1,0,1
39,0,0,0,0,0,2,3,0,6,-2,-1,1,2
40,0,0,0,0,0,2,3,2,10,0,6,0,3
41,0,0,0,0,0,2,10,0,6,1,4,0,3
42,0,0,0,0,0,2,10,4,6,1,4,0,3
43,0,0,0,0,0,4,6,1,4,-1,7,0,2
44,1,0,0,0,1,4,6,3,5,-1,7,0,2
45,0,0,0,0,0,3,5,-1,7,-2,-1,0,1
46,0,0,0,0,0,3,5,-2,-1,-2,-1,1,1
47,0,0,0,0,0,0,6,-2,-1,-2,-1,1,1
48,0,0,0,0,0,0,6,-2,-1,-2,-1,0,1
49,0,0,0,0,0,0,6,1,4,-2,-1,0,2
50,0,0,0,0,0,1,4,-2,-1,-2,-1,0,1
51,0,1,0,0,1,1,4,-1,7,-2,-1,1,1
52,0,0,0,0,0,-1,7,-2,-1,-2,-1,1,0
53,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,0
0,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
1,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
2,0,0,1,0,1,1,12,0,8,-2,-1,5,2
3,0,0,0,0,0,0,8,-2,-1,-2,-1,5,1
4,0,0,0,0,0,0,8,0,11,-2,-1,0,2
5,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
6,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
7,0,0,0,0,0,0,9,-2,-1,-2,-1,4,1
8,0,0,0,0,0,1,12,0,9,-2,-1,4,2
9,0,0,0,0,0,1,12,0,9,4,4,0,3
10,0,0,0,0,0,1,12,0,8,4,4,0,3
11,0,0,0,0,0,0,8,4,4,3,3,0,3
12,0,0,0,0,0,0,8,0,11,3,3,0,3
13,0,0,0,0,0,0,11,3,3,2,2,0,3
14,0,0,0,1,1,0,11,2,2,-2,-1,0,2
15,0,0,0,0,0,2,2,-2,-1,-2,-1,0,1
16,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
17,0,0,0,0,0,0,9,2,10,-2,-1,0,2
18,0,0,0,0,0,0,9,2,10,1,5,0,3
19,0,0,0,0,0,0,9,4,4,1,5,0,3
20,0,0,0,0,0,4,4,1,5,4,9,0,3
21,0,0,0,0,0,4,4,3,3,4,9,0,3
22,0,0,0,1,1,3,3,4,9,3,8,0,3
23,0,0,0,0,0,3,3,2,2,3,8,0,3
24,0,0,0,0,0,2,2,3,8,4,11,0,3
25,1,0,0,0,1,2,2,4,11,-2,-1,3,2
26,0,0,0,0,0,4,11,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
28,0,0,0,0,0,2,10,2,3,-2,-1,0,2
29,0,0,0,0,0,2,10,1,5,2,3,0,3
30,0,0,0,0,0,1,5,2,3,2,10,0,3
31,0,0,0,0,0,1,5,4,9,2,10,0,3
32,0,1,0,0,1,4,9,2,10,4,6,0,3
33,0,0,0,0,0,4,9,3,8,4,6,0,3
34,0,0,0,0,0,3,8,4,6,3,5,0,3
35,0,0,0,0,0,3,8,4,11,3,5,0,3
36,0,0,1,0,1,4,11,3,5,-2,-1,1,2
37,0,0,0,0,0,4,11,-2,-1,-2,-1,0,1
38,0,0,0,0,0,2,3,-2,-1,-2,-1,0,1
39,0,0,0,0,0,2,3,0,6,-2,-1,1,2
40,0,0,0,0,0,2,3,2,10,0,6,0,3
41,0,0,0,0,0,2,10,0,6,1,4,0,3
42,0,0,0,0,0,2,10,4,6,1,4,0,3
43,0,0,0,0,0,4,6,1,4,-1,7,0,2
44,1,0,0,0,1,4,6,3,5,-1,7,0,2
45,0,0,0,0,0,3,5,-1,7,-2,-1,0,1
46,0,0,0,0,0,3,5,-2,-1,-2,-1,1,1
47,0,0,0,0,0,0,6,-2,-1,-2,-1,1,1
48,0,0,0,0,0,0,6,-2,-1,-2,-1,0,1
49,0,0,0,0,0,0,6,1,4,-2,-1,0,2
50,0,0,0,0,0,1,4,-2,-1,-2,-1,0,1
51,0,1,0,0,1,1,4,-1,7,-2,-1,1,1
52,0,0,0,0,0,-1,7,-2,-1,-2,-1,1,0
53,0,0,0,0,0,-1,7,-2,-1,-2,-1,0,0
0,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
1,0,0,0,0,0,1,12,-2,-1,-2,-1,0,1
2,0,0,1,0,1,1,12,0,8,-2,-1,5,2
3,0,0,0,0,0,0,8,-2,-1,-2,-1,5,1
4,0,0,0,0,0,0,8,0,11,-2,-1,0,2
5,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
6,0,0,0,0,0,0,11,-2,-1,-2,-1,1,1
7,0,0,0,0,0,0,9,-2,-1,-2,-1,4,1
8,0,0,0,0,0,1,12,0,9,-2,-1,4,2
9,0,0,0,0,0,1,12,0,9,4,4,0,3
10,0,0,0,0,0,1,12,0,8,4,4,0,3
11,0,0,0,0,0,0,8,4,4,3,3,0,3
12,0,0,0,0,0,0,8,0,11,3,3,0,3
13,0,0,0,0,0,0,11,3,3,2,2,0,3
14,0,0,0,1,1,0,11,2,2,-2,-1,0,2
15,0,0,0,0,0,2,2,-2,-1,-2,-1,0,1
16,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
17,0,0,0,0,0,0,9,2,10,-2,-1,0,2
18,0,0,0,0,0,0,9,2,10,1,5,0,3
19,0,0,0,0,0,0,9,4,4,1,5,0,3
20,0,0,0,0,0,4,4,1,5,4,9,0,3
21,0,0,0,0,0,4,4,3,3,4,9,0,3
22,0,0,0,1,1,3,3,4,9,3,8,0,3
23,0,0,0,0,0,3,3,2,2,3,8,0,3
24,0,0,0,0,0,2,2,3,8,4,11,0,3
25,1,0,0,0,1,2,2,4,11,-2,-1,3,2
26,0,0,0,0,0,4,11,-2,-1,-2,-1,3,1
27,0,0,0,0,0,2,10,-2,-1,-2,-1,6,1
28,0,0,0,0,0,2,10,2,3,-2,-1,0,2
29,0,0,0,0,0,2,10,1,5,2,3,0,3
30,0,0,0,0,0,1,5,2,3,2,10,0,3
31,0,0,0,0,0,1,5,4,9,2,10,0,3
32,0,1,0,0,1,4,9,2,10,4,6,0,3
33,0,0,0,0,0,4,9,3,8,4,6,0,3
34,0,0,0,0,0,3,8,4,6,3,5,0,3
35,0,0,0,0,0,3,8,4,11,3,5,0,3
